"No.","Time","Source","Destination","Protocol","Length","Info"
"35415","1053.169830185","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","1292","Initial, DCID=2e3c32bb15bdc243, PKN: 1, PING, PING, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO, PING, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING, PADDING, PING, PADDING, CRYPTO"
"35416","1053.287290017","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TCP","94","34686  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 SACK_PERM=1 TSval=3836753300 TSecr=0 WS=128"
"35417","1053.298765737","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Initial, SCID=ee3c32bb15bdc243, PKN: 1, ACK, PADDING"
"35418","1053.304279689","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"35419","1053.305249809","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","225","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35420","1053.305650780","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","1288","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35421","1053.305672664","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","1292","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35422","1053.305687306","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","1292","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35423","1053.305701756","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","1292","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35424","1053.305714696","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","765","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35425","1053.305885611","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","907","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35426","1053.322414429","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","94","443  >  34686 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM=1 TSval=3492343963 TSecr=3836753300 WS=256"
"35427","1053.322466004","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TCP","86","34686  >  443 [ACK] Seq=1 Ack=1 Win=64384 Len=0 TSval=3836753335 TSecr=3492343963"
"35428","1053.322975981","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TLSv1.3","685","Client Hello"
"35429","1053.353780124","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","580","Protected Payload (KP0)"
"35430","1053.353780412","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","183","Protected Payload (KP0)"
"35431","1053.354205389","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","94","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35432","1053.378256031","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"35433","1053.400771476","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","89","Protected Payload (KP0)"
"35434","1053.426356014","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","94","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35435","1053.439779271","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","244","Protected Payload (KP0)"
"35436","1053.440128378","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","QUIC","99","Protected Payload (KP0), DCID=dc8a55243179b213"
"35437","1053.440552251","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","259","Protected Payload (KP0)"
"35438","1053.448534249","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","QUIC","331","Protected Payload (KP0), DCID=dc8a55243179b213"
"35439","1053.473747564","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"35440","1053.474071509","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","95","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35441","1053.521282888","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"35442","1053.555736265","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","85","Protected Payload (KP0)"
"35443","1053.595840140","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","89","Protected Payload (KP0)"
"35444","1053.596168604","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","95","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35445","1053.616191905","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  34686 [ACK] Seq=1 Ack=600 Win=66816 Len=0 TSval=3492344258 TSecr=3836753335"
"35446","1053.636311376","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","87","Protected Payload (KP0)"
"35447","1053.639417876","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","91","Protected Payload (KP0)"
"35448","1053.648629379","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","298","Server Hello, Change Cipher Spec, Application Data"
"35449","1053.648670330","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TCP","86","34686  >  443 [ACK] Seq=600 Ack=213 Win=64256 Len=0 TSval=3836753661 TSecr=3492344291"
"35450","1053.648895526","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","QUIC","95","Protected Payload (KP0), DCID=dc8a55243179b213"
"35451","1053.649217178","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TLSv1.3","150","Change Cipher Spec, Application Data"
"35452","1053.686154197","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","672","Application Data, Application Data"
"35453","1053.700654839","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","315","Protected Payload (KP0)"
"35454","1053.700995246","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","99","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35455","1053.742420661","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TCP","86","34686  >  443 [ACK] Seq=664 Ack=799 Win=64256 Len=0 TSval=3836753755 TSecr=3492344328"
"35456","1053.743150490","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","391","Protected Payload (KP0)"
"35457","1053.743506464","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","97","Protected Payload (KP0), DCID=ee3c32bb15bdc243"
"35458","1053.798308265","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"35459","1054.013494794","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","758","Protected Payload (KP0)"
"35460","1054.013864110","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","QUIC","99","Protected Payload (KP0), DCID=dc8a55243179b213"
"35461","1054.049599541","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","87","Protected Payload (KP0)"
"35462","1056.604925584","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","127","Protected Payload (KP0), DCID=e39294be553849b0"
"35463","1056.621991229","192.168.239.25","35.186.224.47","TLSv1.2","101","Application Data"
"35464","1056.640764652","192.168.239.25","35.174.127.31","TLSv1.2","315","Application Data"
"35465","1056.658496696","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:e82f:f3b:485:724a:badb","TCP","86","[TCP Keep-Alive] 40866  >  443 [ACK] Seq=4795 Ack=1721 Win=64256 Len=0 TSval=3738378144 TSecr=3886548417"
"35466","1056.982855706","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","110","Application Data"
"35467","1056.983073788","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TLSv1.2","114","Application Data"
"35468","1056.983078348","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","93","Protected Payload (KP0)"
"35469","1056.990588530","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","95","Protected Payload (KP0), DCID=e39294be553849b0"
"35470","1056.993543020","35.186.224.47","192.168.239.25","TCP","66","443  >  52236 [ACK] Seq=10883 Ack=2186 Win=68352 Len=0 TSval=2881079311 TSecr=2498457642"
"35471","1056.994413261","2606:4700:9c61:e82f:f3b:485:724a:badb","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","[TCP Keep-Alive ACK] 443  >  40866 [ACK] Seq=1721 Ack=4796 Win=65536 Len=0 TSval=3886593776 TSecr=3738242889"
"35472","1057.023345781","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","297","Protected Payload (KP0)"
"35473","1057.023525851","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","127","Protected Payload (KP0)"
"35474","1057.023565741","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","96","Protected Payload (KP0), DCID=e39294be553849b0"
"35475","1057.023657984","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","100","Protected Payload (KP0), DCID=e39294be553849b0"
"35476","1057.040025930","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  36094 [ACK] Seq=865 Ack=1009 Win=562 Len=0 TSval=1301959509 TSecr=2530209943"
"35477","1057.061263080","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"35478","1057.068975983","35.186.224.47","192.168.239.25","TLSv1.2","97","Application Data"
"35479","1057.069002887","192.168.239.25","35.186.224.47","TCP","66","52236  >  443 [ACK] Seq=2186 Ack=10914 Win=64128 Len=0 TSval=2498458089 TSecr=2881079387"
"35480","1057.289985040","35.174.127.31","192.168.239.25","TCP","66","443  >  38716 [ACK] Seq=6095 Ack=3519 Win=78336 Len=0 TSval=225951001 TSecr=3903545091"
"35481","1057.289985415","35.174.127.31","192.168.239.25","TLSv1.2","335","Application Data"
"35482","1057.290029561","192.168.239.25","35.174.127.31","TCP","66","38716  >  443 [ACK] Seq=3519 Ack=6364 Win=63872 Len=0 TSval=3903545740 TSecr=225951001"
"35483","1057.802091039","2606:4700:9c61:a18:c6c6:48a:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","111","Application Data"
"35484","1057.803040659","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c6c6:48a:72a1:ef17","TLSv1.3","115","Application Data"
"35485","1057.828407122","2606:4700:9c61:a18:c6c6:48a:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  54846 [ACK] Seq=2957 Ack=4748 Win=57344 Len=0 TSval=1627843804 TSecr=2712019401"
"35486","1058.061718141","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","127","Protected Payload (KP0), DCID=e39294be553849b0"
"35487","1058.062010887","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","131","Protected Payload (KP0), DCID=e39294be553849b0"
"35488","1058.062112994","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","127","Protected Payload (KP0), DCID=e39294be553849b0"
"35489","1058.098716533","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","93","Protected Payload (KP0)"
"35490","1058.098865666","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","110","Application Data"
"35491","1058.099035870","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TLSv1.2","114","Application Data"
"35492","1058.106301148","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","95","Protected Payload (KP0), DCID=e39294be553849b0"
"35493","1058.118413926","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","93","Protected Payload (KP0)"
"35494","1058.125954623","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","95","Protected Payload (KP0), DCID=e39294be553849b0"
"35495","1058.128347167","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","93","Protected Payload (KP0)"
"35496","1058.130522344","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  41388 [ACK] Seq=865 Ack=1009 Win=648 Len=0 TSval=1099395118 TSecr=2530211059"
"35497","1058.135929050","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","95","Protected Payload (KP0), DCID=e39294be553849b0"
"35498","1058.179046530","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","128","Protected Payload (KP0)"
"35499","1058.179449580","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","100","Protected Payload (KP0), DCID=e39294be553849b0"
"35500","1058.179622140","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","341","Protected Payload (KP0)"
"35501","1058.187722508","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","102","Protected Payload (KP0), DCID=e39294be553849b0"
"35502","1058.187801130","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","99","Protected Payload (KP0), DCID=e39294be553849b0"
"35503","1058.209225651","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","99","Protected Payload (KP0)"
"35504","1058.209225948","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","371","Protected Payload (KP0)"
"35505","1058.216820326","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","95","Protected Payload (KP0), DCID=e39294be553849b0"
"35506","1058.218165336","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","382","Protected Payload (KP0)"
"35507","1058.218214504","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","99","Protected Payload (KP0)"
"35508","1058.218504572","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","96","Protected Payload (KP0), DCID=e39294be553849b0"
"35509","1058.218656052","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","100","Protected Payload (KP0), DCID=e39294be553849b0"
"35510","1058.233225388","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","87","Protected Payload (KP0)"
"35511","1058.263051305","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"35512","1058.416204617","fe80::8860:e9ff:fe59:2cd5","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","ICMPv6","86","Neighbor Solicitation for 2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236 from 8a:60:e9:59:2c:d5"
"35513","1058.416244638","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","fe80::8860:e9ff:fe59:2cd5","ICMPv6","78","Neighbor Advertisement 2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236 (sol)"
"35514","1059.849898580","fe80::8860:e9ff:fe59:2cd5","ff02::1","ICMPv6","142","Router Advertisement from 8a:60:e9:59:2c:d5"
"35515","1059.862555912","fe80::51d3:b2a2:ee86:8fe3","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"35516","1059.986553543","fe80::51d3:b2a2:ee86:8fe3","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"35517","1061.386112474","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","203","Protected Payload (KP0)"
"35518","1061.401112148","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","QUIC","95","Protected Payload (KP0), DCID=dc8a55243179b213"
"35519","1062.063692070","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1287","Protected Payload (KP0), DCID=e39294be553849b0"
"35520","1062.063750122","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=e39294be553849b0"
"35521","1062.063762489","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=e39294be553849b0"
"35522","1062.063773352","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=e39294be553849b0"
"35523","1062.063783918","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=e39294be553849b0"
"35524","1062.063794635","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=e39294be553849b0"
"35525","1062.063805391","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=e39294be553849b0"
"35526","1062.063816587","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=e39294be553849b0"
"35527","1062.063827025","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=e39294be553849b0"
"35528","1062.063837665","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","549","Protected Payload (KP0), DCID=e39294be553849b0"
"35529","1062.307549129","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","93","Protected Payload (KP0)"
"35530","1062.314991636","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","95","Protected Payload (KP0), DCID=e39294be553849b0"
"35531","1062.323290690","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"35532","1062.413849763","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"35533","1062.449060341","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","87","Protected Payload (KP0)"
"35534","1062.449352521","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","96","Protected Payload (KP0), DCID=e39294be553849b0"
"35535","1062.503632026","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"35536","1062.554553275","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"35537","1062.603879838","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"35538","1062.661304253","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"35539","1062.708694599","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"35540","1062.764326463","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"35541","1062.818471449","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:816::200a","TCP","86","[TCP Keep-Alive] 36814  >  443 [ACK] Seq=2037 Ack=3256 Win=64256 Len=0 TSval=1906549518 TSecr=938791498"
"35542","1062.846319323","2404:6800:4007:816::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","[TCP Keep-Alive ACK] 443  >  36814 [ACK] Seq=3256 Ack=2038 Win=71936 Len=0 TSval=938836527 TSecr=1906322600"
"35543","1062.945801436","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","128","Protected Payload (KP0)"
"35544","1062.946184724","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","102","Protected Payload (KP0), DCID=e39294be553849b0"
"35545","1062.984844292","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"35546","1064.850529538","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::d43:905","TCP","86","[TCP Keep-Alive] 45560  >  443 [ACK] Seq=1522 Ack=6406 Win=64256 Len=0 TSval=812841950 TSecr=251302141"
"35547","1065.072544859","64:ff9b::d43:905","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","[TCP Keep-Alive ACK] 443  >  45560 [ACK] Seq=6406 Ack=1523 Win=4194304 Len=0 TSval=251347462 TSecr=812796854"
"35548","1065.082794685","192.168.239.67","224.0.0.251","MDNS","103","Standard query 0x0029 PTR _CA5E8412._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"35549","1066.059428942","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","TLSv1.3","161","Application Data"
"35550","1066.059519865","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","TLSv1.3","1351","Application Data, Application Data"
"35551","1066.062619080","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TLSv1.3","390","Application Data"
"35552","1066.063297045","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TLSv1.3","353","Application Data, Application Data"
"35553","1066.063907053","192.168.239.25","192.168.239.67","DNS","99","Standard query 0xb0ee A kkb-production.jupyter-proxy.kaggle.net"
"35554","1066.133534226","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  37902 [ACK] Seq=2931 Ack=54166 Win=73728 Len=0 TSval=1783919008 TSecr=1645919876"
"35555","1066.246405138","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TCP","353","[TCP Retransmission] 59258  >  443 [PSH, ACK] Seq=30936 Ack=14534 Win=64256 Len=267 TSval=2707617585 TSecr=349160146"
"35556","1066.338528396","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  37902 [ACK] Seq=2931 Ack=55431 Win=81920 Len=0 TSval=1783919212 TSecr=1645919876"
"35557","1066.338528759","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","125","Application Data"
"35558","1066.382520458","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","TCP","86","37902  >  443 [ACK] Seq=55431 Ack=2970 Win=64256 Len=0 TSval=1645920199 TSecr=1783919213"
"35559","1066.389093153","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","502","Application Data"
"35560","1066.389093543","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","117","Application Data"
"35561","1066.389138144","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","TCP","86","37902  >  443 [ACK] Seq=55431 Ack=3386 Win=63872 Len=0 TSval=1645920205 TSecr=1783919264"
"35562","1066.389160377","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","TCP","86","37902  >  443 [ACK] Seq=55431 Ack=3417 Win=63872 Len=0 TSval=1645920206 TSecr=1783919264"
"35563","1066.391465971","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","TLSv1.3","121","Application Data"
"35564","1066.424313963","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  59258 [ACK] Seq=14534 Ack=30936 Win=154368 Len=0 TSval=349174962 TSecr=2707617401"
"35565","1066.468329827","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  59258 [ACK] Seq=14534 Ack=31203 Win=156928 Len=0 TSval=349175007 TSecr=2707617402"
"35566","1066.468330084","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","125","Application Data"
"35567","1066.478759664","192.168.239.67","192.168.239.25","DNS","115","Standard query response 0xb0ee A kkb-production.jupyter-proxy.kaggle.net A 35.244.180.134"
"35568","1066.503485304","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","98","[TCP Dup ACK 35565#1] 443  >  59258 [ACK] Seq=14573 Ack=31203 Win=156928 Len=0 TSval=349175042 TSecr=2707617585 SLE=30936 SRE=31203"
"35569","1066.503517371","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TCP","86","59258  >  443 [ACK] Seq=31203 Ack=14573 Win=64256 Len=0 TSval=2707617842 TSecr=349175007"
"35570","1066.548362716","2606:4700:9c61:a18:c6c6:48e:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  37902 [ACK] Seq=3417 Ack=55466 Win=81920 Len=0 TSval=1783919423 TSecr=1645920208"
