"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","195","443  >  54762 Len=133"
"2","0.000000224","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","112","443  >  54762 Len=50"
"3","0.000273790","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","107","54762  >  443 Len=45"
"4","0.000356355","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","102","54762  >  443 Len=40"
"5","0.058864812","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","87","443  >  54762 Len=25"
"6","0.204449602","192.168.239.67","224.0.0.251","MDNS","103","Standard query 0x0012 PTR _CA5E8412._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"7","1.081791062","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TLSv1.2","229","Application Data"
"8","1.081872403","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:804::2004","TLSv1.2","158","Application Data"
"9","1.081916492","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TLSv1.2","444","Application Data"
"10","1.083393493","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TLSv1.2","125","Application Data"
"11","1.083408705","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:804::2004","TLSv1.2","125","Application Data"
"12","1.083413121","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TLSv1.2","125","Application Data"
"13","1.171444499","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  60214 [ACK] Seq=1 Ack=144 Win=945 Len=0 TSval=784177837 TSecr=2706552420"
"14","1.211287393","2404:6800:4002:804::2004","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  39058 [ACK] Seq=1 Ack=73 Win=268 Len=0 TSval=3699953245 TSecr=3475464165"
"15","1.302935646","2404:6800:4002:804::2004","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","181","Application Data"
"16","1.302935982","2404:6800:4002:804::2004","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1294","Application Data"
"17","1.302947182","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  54476 [ACK] Seq=1 Ack=359 Win=289 Len=0 TSval=429568206 TSecr=2529154042"
"18","1.302947424","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  54476 [ACK] Seq=1 Ack=398 Win=289 Len=0 TSval=429568211 TSecr=2529154044"
"19","1.302947470","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","125","Application Data"
"20","1.303120217","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:804::2004","TCP","86","39058  >  443 [ACK] Seq=112 Ack=1304 Win=502 Len=0 TSval=3475464386 TSecr=3699953314"
"21","1.303911904","2404:6800:4002:804::2004","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","425","Application Data"
"22","1.303912105","2404:6800:4002:804::2004","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","117","Application Data"
"23","1.303912150","2404:6800:4002:804::2004","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","125","Application Data"
"24","1.304558668","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:804::2004","TCP","86","39058  >  443 [ACK] Seq=112 Ack=1713 Win=502 Len=0 TSval=3475464388 TSecr=3699953316"
"25","1.305192919","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:804::2004","TLSv1.2","121","Application Data"
"26","1.305221353","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:804::2004","TLSv1.2","125","Application Data"
"27","1.306045478","2404:6800:4002:804::2004","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  39058 [ACK] Seq=1713 Ack=112 Win=268 Len=0 TSval=3699953340 TSecr=3475464167"
"28","1.306045664","2404:6800:4002:804::2004","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","125","Application Data"
"29","1.324153908","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  60214 [ACK] Seq=1 Ack=183 Win=945 Len=0 TSval=784177993 TSecr=2706552422"
"30","1.326105137","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","125","Application Data"
"31","1.346404473","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TCP","86","54476  >  443 [ACK] Seq=398 Ack=40 Win=502 Len=0 TSval=2529154307 TSecr=429568211"
"32","1.346430530","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:804::2004","TCP","86","39058  >  443 [ACK] Seq=186 Ack=1752 Win=502 Len=0 TSval=3475464430 TSecr=3699953340"
"33","1.366494002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TCP","86","60214  >  443 [ACK] Seq=183 Ack=40 Win=502 Len=0 TSval=2706552705 TSecr=784177993"
"34","1.376112027","2404:6800:4002:804::2004","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  39058 [ACK] Seq=1752 Ack=186 Win=268 Len=0 TSval=3699953410 TSecr=3475464389"
"35","1.451687043","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","148","Application Data"
"36","1.451715049","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TCP","86","60214  >  443 [ACK] Seq=183 Ack=102 Win=502 Len=0 TSval=2706552790 TSecr=784178120"
"37","1.454039349","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","185","Application Data"
"38","1.454039480","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","125","Application Data"
"39","1.454060271","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TCP","86","60214  >  443 [ACK] Seq=183 Ack=201 Win=502 Len=0 TSval=2706552792 TSecr=784178122"
"40","1.454074614","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TCP","86","60214  >  443 [ACK] Seq=183 Ack=240 Win=502 Len=0 TSval=2706552792 TSecr=784178122"
"41","1.454574273","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TLSv1.2","121","Application Data"
"42","1.455615039","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:e962","TLSv1.2","125","Application Data"
"43","1.493651921","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  60214 [ACK] Seq=240 Ack=218 Win=945 Len=0 TSval=784178162 TSecr=2706552793"
"44","1.496041184","64:ff9b::23f4:e962","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  60214 [ACK] Seq=240 Ack=257 Win=945 Len=0 TSval=784178163 TSecr=2706552794"
"45","1.850346445","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","155","Application Data"
"46","1.850346683","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1354","Application Data"
"47","1.850388070","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TCP","86","54476  >  443 [ACK] Seq=398 Ack=109 Win=502 Len=0 TSval=2529154811 TSecr=429568658"
"48","1.850415742","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TCP","86","54476  >  443 [ACK] Seq=398 Ack=1377 Win=493 Len=0 TSval=2529154811 TSecr=429568658"
"49","1.850494519","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1354","Application Data"
"50","1.850494599","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","2622","Application Data, Application Data"
"51","1.850494666","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1367","Application Data, Application Data"
"52","1.850494712","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","99","[TCP Retransmission] 443  >  54476 [PSH, ACK] Seq=6449 Ack=398 Win=289 Len=13 TSval=429568783 TSecr=2529154307"
"53","1.850503516","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TCP","86","54476  >  443 [ACK] Seq=398 Ack=2645 Win=493 Len=0 TSval=2529154811 TSecr=429568659"
"54","1.850512476","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TCP","86","54476  >  443 [ACK] Seq=398 Ack=5181 Win=474 Len=0 TSval=2529154811 TSecr=429568660"
"55","1.850517253","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TCP","86","54476  >  443 [ACK] Seq=398 Ack=6462 Win=464 Len=0 TSval=2529154811 TSecr=429568662"
"56","1.850523441","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TCP","98","[TCP Dup ACK 55#1] 54476  >  443 [ACK] Seq=398 Ack=6462 Win=464 Len=0 TSval=2529154811 TSecr=429568783 SLE=6449 SRE=6462"
"57","1.852601552","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TLSv1.2","121","Application Data"
"58","1.852630189","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TLSv1.2","125","Application Data"
"59","1.913920447","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  54476 [ACK] Seq=6462 Ack=433 Win=289 Len=0 TSval=429568846 TSecr=2529154813"
"60","1.924275064","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  54476 [ACK] Seq=6462 Ack=472 Win=289 Len=0 TSval=429568861 TSecr=2529154813"
"61","2.469885884","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TLSv1.2","156","Application Data"
"62","2.516911428","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  43484 [ACK] Seq=1 Ack=71 Win=271 Len=0 TSval=3331761360 TSecr=1406703987"
"63","2.867135987","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","199","443  >  54762 Len=137"
"64","2.867136136","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","111","443  >  54762 Len=49"
"65","2.867212646","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","176","Application Data"
"66","2.867212752","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","117","Application Data"
"67","2.867212771","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","125","Application Data"
"68","2.867312110","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TCP","86","43484  >  443 [ACK] Seq=71 Ack=161 Win=502 Len=0 TSval=1406704385 TSecr=3331761696"
"69","2.869190874","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TLSv1.2","125","Application Data"
"70","2.869568840","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TLSv1.2","151","Application Data"
"71","2.869857703","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TLSv1.2","119","Application Data"
"72","2.880814303","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","95","54762  >  443 Len=33"
"73","2.924011751","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  43484 [ACK] Seq=161 Ack=110 Win=271 Len=0 TSval=3331761765 TSecr=1406704387"
"74","2.924011910","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  43484 [ACK] Seq=161 Ack=175 Win=271 Len=0 TSval=3331761765 TSecr=1406704387"
"75","2.928927588","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  43484 [ACK] Seq=161 Ack=208 Win=271 Len=0 TSval=3331761770 TSecr=1406704387"
"76","3.481601666","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","174","Application Data"
"77","3.481601807","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","117","Application Data"
"78","3.481601827","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","125","Application Data"
"79","3.481682432","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TCP","86","43484  >  443 [ACK] Seq=208 Ack=319 Win=502 Len=0 TSval=1406704999 TSecr=3331762110"
"80","3.482809537","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TLSv1.2","125","Application Data"
"81","3.546625678","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  43484 [ACK] Seq=319 Ack=247 Win=271 Len=0 TSval=3331762390 TSecr=1406705000"
"82","5.939171137","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","192","443  >  54762 Len=130"
"83","5.939171384","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","111","443  >  54762 Len=49"
"84","5.952579675","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","95","54762  >  443 Len=33"
"85","6.070507456","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:e82f:f3b:48d:724a:badb","TCP","86","44622  >  443 [ACK] Seq=1 Ack=1 Win=502 Len=0 TSval=2467495183 TSecr=3499713316"
"86","6.112288029","2606:4700:9c61:e82f:f3b:48d:724a:badb","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","[TCP ACKed unseen segment] 443  >  44622 [ACK] Seq=1 Ack=2 Win=8 Len=0 TSval=3499758356 TSecr=2467130768"
"87","6.758410812","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","110","Application Data"
"88","6.758628275","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TLSv1.2","114","Application Data"
"89","6.798978080","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  36094 [ACK] Seq=25 Ack=29 Win=562 Len=0 TSval=1300909273 TSecr=2529159719"
"90","7.065720910","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","203","443  >  54762 Len=141"
"91","7.080915224","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","95","54762  >  443 Len=33"
"92","8.086493844","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:812::200a","TCP","86","40694  >  443 [ACK] Seq=1 Ack=1 Win=502 Len=0 TSval=268432367 TSecr=525604805"
"93","8.086518807","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::2010","TCP","86","38674  >  443 [ACK] Seq=1 Ack=1 Win=502 Len=0 TSval=1498284316 TSecr=2023201978"
"94","8.117080972","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","110","Application Data"
"95","8.117235439","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23f4:b486","TLSv1.2","114","Application Data"
"96","8.136585127","2404:6800:4007:812::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","[TCP ACKed unseen segment] 443  >  40694 [ACK] Seq=1 Ack=2 Win=621 Len=0 TSval=525650975 TSecr=268386190"
"97","8.147054558","2404:6800:4007:80a::2010","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","[TCP ACKed unseen segment] 443  >  38674 [ACK] Seq=1 Ack=2 Win=269 Len=0 TSval=2023248947 TSecr=1498056824"
"98","8.294025840","64:ff9b::23f4:b486","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  41388 [ACK] Seq=25 Ack=29 Win=648 Len=0 TSval=1098345258 TSecr=2529161078"
"99","9.011273287","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","188","443  >  54762 Len=126"
"100","9.011273667","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","110","443  >  54762 Len=48"
"101","9.025172571","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","95","54762  >  443 Len=33"
"102","11.878363597","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","197","443  >  54762 Len=135"
"103","11.878363861","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","111","443  >  54762 Len=49"
"104","11.888957920","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","95","54762  >  443 Len=33"
"105","12.469202547","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TLSv1.2","156","Application Data"
"106","12.513868287","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  43484 [ACK] Seq=319 Ack=317 Win=271 Len=0 TSval=3331771355 TSecr=1406713987"
"107","13.107227678","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","176","Application Data"
"108","13.107228032","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","117","Application Data"
"109","13.107228078","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","125","Application Data"
"110","13.107350761","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TCP","86","43484  >  443 [ACK] Seq=317 Ack=479 Win=502 Len=0 TSval=1406714625 TSecr=3331771687"
"111","13.109690850","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TLSv1.2","125","Application Data"
"112","13.110296784","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TLSv1.2","151","Application Data"
"113","13.110447268","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TLSv1.2","119","Application Data"
"114","13.132759081","2606:4700:9c61:a18:c6c6:496:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","111","Application Data"
"115","13.133596214","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c6c6:496:72a1:ef17","TLSv1.2","115","Application Data"
"116","13.162111289","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  43484 [ACK] Seq=479 Ack=356 Win=271 Len=0 TSval=3331772005 TSecr=1406714627"
"117","13.167472947","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  43484 [ACK] Seq=479 Ack=421 Win=271 Len=0 TSval=3331772010 TSecr=1406714628"
"118","13.171317891","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  43484 [ACK] Seq=479 Ack=454 Win=271 Len=0 TSval=3331772010 TSecr=1406714628"
"119","13.206792577","2606:4700:9c61:a18:c6c6:496:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  33540 [ACK] Seq=26 Ack=30 Win=7 Len=0 TSval=114241281 TSecr=879062539"
"120","13.721879319","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","190","Application Data"
"121","13.723915351","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::2278:2086","TLSv1.2","125","Application Data"
"122","13.926184593","64:ff9b::2278:2086","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  43484 [ACK] Seq=583 Ack=493 Win=271 Len=0 TSval=3331772735 TSecr=1406715241"
"123","14.233852373","2606:4700:9c61:a18:c6c6:496:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","140","Application Data"
"124","14.234956877","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c6c6:496:72a1:ef17","TLSv1.2","144","Application Data"
"125","14.316376634","2606:4700:9c61:a18:c6c6:496:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  33540 [ACK] Seq=80 Ack=88 Win=7 Len=0 TSval=114242392 TSecr=879063640"
"126","14.950467464","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","182","443  >  54762 Len=120"
"127","14.950467740","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","112","443  >  54762 Len=50"
"128","14.960436118","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","95","54762  >  443 Len=33"
"129","16.422746554","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::22ed:495f","TLSv1.2","335","Application Data"
"130","16.999889145","64:ff9b::22ed:495f","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  41840 [ACK] Seq=1 Ack=250 Win=459 Len=0 TSval=141396392 TSecr=1953492060"
"131","16.999889418","64:ff9b::22ed:495f","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","358","Application Data"
"132","16.999913630","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::22ed:495f","TCP","86","41840  >  443 [ACK] Seq=250 Ack=273 Win=500 Len=0 TSval=1953492637 TSecr=141396392"
"133","18.022675015","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","187","443  >  54762 Len=125"
"134","18.022675138","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","96","443  >  54762 Len=34"
"135","18.022675163","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","128","443  >  54762 Len=66"
"136","18.025721785","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","331","54762  >  443 Len=269"
"137","18.169042045","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","324","54762  >  443 Len=262"
"138","18.170770531","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","90","443  >  54762 Len=28"
"139","18.184987623","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","95","54762  >  443 Len=33"
"140","18.352578296","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","91","54762  >  443 Len=29"
"141","18.354603527","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","88","443  >  54762 Len=26"
"142","18.390131841","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","90","443  >  54762 Len=28"
"143","18.398101716","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","261","443  >  54762 Len=199"
"144","18.398191265","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","98","54762  >  443 Len=36"
"145","18.475720866","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","87","443  >  54762 Len=25"
"146","20.274811668","192.168.239.67","224.0.0.251","MDNS","103","Standard query 0x0013 PTR _CA5E8412._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"147","20.882438225","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c6c6:485:72a1:ef17","TCP","86","57420  >  443 [ACK] Seq=1 Ack=1 Win=6540 Len=0 TSval=426146487 TSecr=1375155590"
"148","20.927717720","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","683","443  >  54762 Len=621"
"149","20.928300450","2404:6800:4007:80a::200a","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","UDP","114","443  >  54762 Len=52"
"150","20.944677108","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:80a::200a","UDP","95","54762  >  443 Len=33"
"151","20.972461942","2606:4700:9c61:a18:c6c6:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","[TCP ACKed unseen segment] 443  >  57420 [ACK] Seq=1 Ack=2 Win=22 Len=0 TSval=1375200821 TSecr=426101234"
"152","21.083802693","192.168.239.25","192.168.239.67","DNS","82","Standard query 0x399c A az764295.vo.msecnd.net"
"153","21.083853413","192.168.239.25","192.168.239.67","DNS","82","Standard query 0x4b2c AAAA az764295.vo.msecnd.net"
"154","21.142943068","192.168.239.67","192.168.239.25","DNS","127","Standard query response 0x399c A az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net A 117.18.232.200"
"155","21.203374403","192.168.239.67","192.168.239.25","DNS","139","Standard query response 0x4b2c AAAA az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net AAAA 64:ff9b::7512:e8c8"
"156","21.203886358","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::7512:e8c8","TCP","94","37116  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 SACK_PERM=1 TSval=3085581482 TSecr=0 WS=128"
"157","21.252991026","64:ff9b::7512:e8c8","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","94","443  >  37116 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM=1 TSval=109387883 TSecr=3085581482 WS=512"
